,car_model,car_brand,car_doors,car_year,car_odo,car_price
6443,7-Series,BMW,4 door,2018,140000,178000
6444,Jetta,Volkswagen,4 door,2014,180000,19900
6445,GX-Series,Lexus,5+ doors,2022,25000,248000
6446,Defender,Land Rover,4 door,2021,24000,485000
6447,Urus,Lamborghini,4 door,2019,64000,960000
6448,G-Class,Mercedes-Benz,4 door,2022,50,1095000
6449,G-Class,Mercedes-Benz,4 door,2020,34000,1190000
6450,Camry,Toyota,4 door,2019,61174,94500
6451,E-Class,Mercedes-Benz,4 door,2016,99992,105000
6452,Acadia,GMC,4 door,2019,77000,114000
6453,Fortuner,Toyota,4 door,2008,195000,44500
6454,Kicks,Nissan,4 door,2018,58000,42500
6455,Sonata,Hyundai,4 door,2018,52000,37000
6456,Hilux,Toyota,4 door,2016,228077,65000
6457,Range Rover Evoque,Land Rover,4 door,2016,93000,129900
6458,Explorer,Ford,4 door,2017,75000,89900
6459,Quattroporte,Maserati,4 door,2014,101000,89900
6460,Sierra,GMC,4 door,2017,60000,144900
6461,Wrangler,Jeep,2 door,2015,69000,89900
6462,Challenger,Dodge,2 door,2020,76000,129900
6463,S7/RS7,Audi,4 door,2014,90000,159900
6464,Other,Chevrolet,4 door,2022,0,114900
6465,Grand Cherokee,Jeep,4 door,2017,102000,109900
6466,E-Class,Mercedes-Benz,4 door,2015,79000,169900
6467,Corolla,Toyota,4 door,2021,22139,66500
6468,L200,Mitsubishi,4 door,2023,0,93700
6469,Quattroporte,Maserati,4 door,2020,17000,279900
6470,CTS/Catera,Cadillac,4 door,2018,87000,169900
6471,TT,Audi,2 door,2017,76600,139000
6472,Urus,Lamborghini,4 door,2021,9700,1270000
6473,Wraith,Rolls Royce,2 door,2018,24000,1459000
6474,Bentayga,Bentley,4 door,2020,7000,729000
6475,Lancer,Mitsubishi,4 door,2015,270000,26500
6476,Prado,Toyota,5+ doors,2014,108000,83000
6477,SLC,Mercedes-Benz,5+ doors,2019,34000,120000
6478,F-Series Pickup,Ford,4 door,2018,71000,190000
6479,MKT,Lincoln,5+ doors,2012,134964,29500
6480,Bentayga,Bentley,5+ doors,2022,100,1399000
6481,S-Class,Mercedes-Benz,4 door,2014,114000,155000
6482,Wrangler,Jeep,2 door,2006,290000,36500
6483,GL-Class,Mercedes-Benz,4 door,2016,93000,108000
6484,Range Rover Sport,Land Rover,4 door,2015,172000,119000
6485,Wrangler Unlimited,Jeep,5+ doors,2018,87000,169000
6486,Cadenza,Kia,4 door,2021,60000,145000
6487,Huracan,Lamborghini,2 door,2022,21767,1250000
6488,Urus,Lamborghini,4 door,2022,19220,1299000
6489,Range Rover,Land Rover,4 door,2022,0,1099000
6490,G-Class,Mercedes-Benz,4 door,2021,13494,969000
6491,G-Class,Mercedes-Benz,5+ doors,2020,26000,1199000
6492,Q8,Audi,4 door,2021,19935,569000
6493,G-Class,Mercedes-Benz,4 door,2022,3900,999000
6494,Continental GT,Bentley,2 door,2020,14849,879000
6495,Sentra,Nissan,4 door,2017,77500,30000
6496,Cayenne,Porsche,4 door,2022,0,1049000
6497,Bentayga,Bentley,4 door,2017,55000,499000
6498,Q5,Audi,5+ doors,2020,35308,209000
6499,Countryman,MINI,5+ doors,2020,23545,130000
6500,GV80,Genesis,5+ doors,2020,65000,210000
6501,Gladiator,Jeep,4 door,2022,55,229000
6502,Rush,Toyota,5+ doors,2019,76000,53000
6503,1-Series,BMW,2 door,2009,285000,68000
6504,Fortuner,Toyota,5+ doors,2014,143775,52000
6505,Sportage,Kia,4 door,2023,40,116000
6506,Cayenne,Porsche,4 door,2012,83000,114900
6507,Sunny,Nissan,5+ doors,2013,170000,20000
6508,Cayenne,Porsche,5+ doors,2010,97000,84500
6509,Carrera / 911,Porsche,2 door,2007,57100,164000
6510,Carrera / 911,Porsche,2 door,2006,71955,144000
6511,Partner,Peugeot,4 door,2018,127133,35000
6512,Escape,Ford,4 door,2013,143000,26500
6513,Silverado,Chevrolet,2 door,2022,0,147700
6514,ES-Series,Lexus,4 door,2013,248532,40000
6515,Ram,Dodge,4 door,2021,0,171500
6516,Patrol,Nissan,4 door,2022,0,302000
6517,Land Cruiser,Toyota,4 door,2022,0,316200
6518,Patrol,Nissan,4 door,2022,11000,185000
6519,5-Series,BMW,4 door,2018,89000,139000
6520,Q5,Audi,5+ doors,2013,95000,50000
6521,Wrangler,Jeep,3 door,2018,50738,99000
6522,QX80,Infiniti,5+ doors,2015,95000,100000
6523,A6,Audi,4 door,2016,203123,61900
6524,LR2,Land Rover,4 door,2011,158000,22500
6525,Trax,Chevrolet,4 door,2019,70000,53000
6526,Range Rover,Land Rover,4 door,2010,174658,32000
6527,Range Rover Sport,Land Rover,4 door,2020,45000,369000
6528,Q5,Audi,4 door,2016,90000,89000
6529,X6,BMW,4 door,2014,91000,89000
6530,Q7,Audi,4 door,2013,100000,69000
6531,Range Rover Sport,Land Rover,4 door,2013,90000,69000
6532,X5,BMW,4 door,2013,87000,79000
6533,Cayenne,Porsche,4 door,2014,100700,99000
6534,S-Class,Mercedes-Benz,4 door,2022,0,1249000
6535,S-Class,Mercedes-Benz,4 door,2018,48000,255000
6536,EclipseCross,Mitsubishi,5+ doors,2018,150000,50000
6537,Carnival,Kia,5+ doors,2016,105000,54000
6538,Focus,Ford,4 door,2018,101000,39999
6539,Range Rover Sport,Land Rover,4 door,2019,34000,300000
6540,Patrol,Nissan,4 door,2015,220000,130000
6541,Panamera,Porsche,4 door,2018,50000,350000
6542,Range Rover,Land Rover,4 door,2015,51000,185000
6543,Mustang,Ford,2 door,2016,145000,65000
6544,Range Rover Sport,Land Rover,5+ doors,2021,12000,365000
6545,Expedition,Ford,5+ doors,2015,112000,98000
6546,Pajero,Mitsubishi,3 door,2008,206765,19450
6547,A8,Audi,4 door,2016,97000,97000
6548,Suburban,Chevrolet,5+ doors,2016,83000,125000
6549,GS-Series,Lexus,4 door,2017,74000,94000
6550,Pajero,Mitsubishi,3 door,2008,206765,19450
6551,A8,Audi,4 door,2016,97000,97000
6552,Suburban,Chevrolet,5+ doors,2016,83000,125000
6553,GS-Series,Lexus,4 door,2017,74000,94000
6554,Range Rover Evoque,Land Rover,5+ doors,2015,109000,88000
6555,Range Rover Sport,Land Rover,5+ doors,2016,165000,145000
6556,Range Rover,Land Rover,4 door,2014,129000,135000
6557,Supra,Toyota,2 door,2022,4000,200000
6558,Range Rover,Land Rover,4 door,2022,0,850000
6559,G-Class,Mercedes-Benz,4 door,2022,0,1050000
6560,Carrera / 911,Porsche,2 door,2015,102000,339990
6561,F-Series Pickup,Ford,3 door,2020,48000,219000
6562,6-Series,BMW,5+ doors,2018,128000,129990
6563,XA,Toyota,5+ doors,2007,160783,13500
6564,Land Cruiser,Toyota,5+ doors,2019,70000,220000
6565,Altima,Nissan,4 door,2013,140000,25000
6566,MKC,Lincoln,4 door,2015,137000,55000
6567,Cayenne,Porsche,4 door,2013,170000,77000
6568,Civic,Honda,4 door,2016,142558,46000
6569,LX-Series,Lexus,4 door,2010,200000,84000
6570,Land Cruiser,Toyota,4 door,2011,178000,89500
6571,Tundra,Toyota,4 door,2022,0,300000
6572,Tundra,Toyota,4 door,2019,44000,175000
6573,CLA,Mercedes-Benz,4 door,2015,110000,85000
6574,Pajero,Mitsubishi,5+ doors,2014,92000,45000
6575,Wrangler Unlimited,Jeep,5+ doors,2022,0,245000
6576,5-Series,BMW,4 door,2004,240000,14000
6577,Range Rover,Land Rover,5+ doors,2022,0,960000
6578,GLK-Class,Mercedes-Benz,4 door,2014,81000,69500
6579,Gladiator,Jeep,4 door,2021,7803,199000
6580,Passat,Volkswagen,4 door,2020,8492,79900
6581,Multivan,Volkswagen,4 door,2015,94744,55000
6582,Altima,Nissan,4 door,2013,268000,21500
6583,Veracruz,Hyundai,4 door,2013,96000,30000
6584,Patrol,Nissan,4 door,2016,31000,175000
6585,Pathfinder,Nissan,5+ doors,2014,187000,42000
6586,A5,Audi,2 door,2013,124000,55000
6587,Patrol,Nissan,4 door,2015,130000,115000
6588,Altima,Nissan,4 door,2013,237000,24000
6589,Land Cruiser,Toyota,4 door,2022,0,320000
6590,Picanto,Kia,4 door,2015,124000,20000
6591,A3,Audi,4 door,2022,44,135000
6592,Outlander,Mitsubishi,5+ doors,2013,276000,20000
6593,Range Rover,Land Rover,4 door,2018,127000,313000
6594,Patrol,Nissan,5+ doors,2012,166893,59000
6595,Touareg,Volkswagen,5+ doors,2014,116000,65000
6596,Corvette,Chevrolet,2 door,2020,17500,419000
6597,Maxima,Nissan,4 door,2017,33888,50000
6598,M-Class,Mercedes-Benz,4 door,2014,87000,89000
6599,S-Class,Mercedes-Benz,4 door,2018,105000,310000
6600,Patrol,Nissan,5+ doors,2012,166893,59000
6601,Touareg,Volkswagen,5+ doors,2014,116000,65000
6602,Corvette,Chevrolet,2 door,2020,17500,419000
6603,Maxima,Nissan,4 door,2017,33888,50000
6604,M-Class,Mercedes-Benz,4 door,2014,87000,89000
6605,S-Class,Mercedes-Benz,4 door,2018,105000,310000
6606,7-Series,BMW,4 door,2018,140000,178000
6607,Jetta,Volkswagen,4 door,2014,180000,19900
6608,GX-Series,Lexus,5+ doors,2022,25000,248000
6609,Defender,Land Rover,4 door,2021,24000,485000
6610,Urus,Lamborghini,4 door,2019,64000,960000
6611,G-Class,Mercedes-Benz,4 door,2022,50,1095000
6612,G-Class,Mercedes-Benz,4 door,2020,34000,1190000
6613,Jimny,Suzuki,2 door,2020,56000,95000
6614,Prado,Toyota,5+ doors,2016,213283,92000
6615,CLA,Mercedes-Benz,4 door,2015,118000,58000
6616,Cayenne,Porsche,4 door,2017,182000,150000
6617,CLC,Mercedes-Benz,5+ doors,2020,25500,138000
6618,Jetta,Volkswagen,4 door,2013,196000,18500
6619,Veryca,CMC,2 door,2015,157000,16500
6620,Defender,Land Rover,4 door,1997,175000,83000
6621,LX-Series,Lexus,4 door,2009,400000,73000
6622,Cayenne,Porsche,5+ doors,2016,131343,149000
6623,AMG GT 4 doors,Mercedes-Benz,4 door,2021,9900,529000
6624,E-Class,Mercedes-Benz,4 door,2017,58125,125000
6625,Urus,Lamborghini,4 door,2019,31000,999000
6626,California T,Ferrari,2 door,2015,10500,499000
6627,Escalade,Cadillac,4 door,2021,29000,439000
6628,Range Rover,Land Rover,4 door,2015,118500,149000
6629,Escalade,Cadillac,4 door,2021,15000,439000
6630,G-Class,Mercedes-Benz,4 door,2021,0,1699000
6631,Huracan,Lamborghini,2 door,2022,0,1489000
6632,GLE Coupe,Mercedes-Benz,4 door,2021,24000,619000
6633,G-Class,Mercedes-Benz,4 door,2022,1600,1699000
6634,Carrera / 911,Porsche,2 door,2017,8000,599000
6635,S-Class,Mercedes-Maybach,4 door,2018,99500,299000
6636,Sierra,GMC,4 door,2017,130000,77000
6637,Accord,Honda,4 door,2015,143000,43000
6638,Dokker,Renault,2 door,2021,30000,39000
6639,Range Rover,Land Rover,4 door,2022,18,950000
6640,S-Class,Mercedes-Benz,4 door,2022,24,1250000
6641,G-Class,Mercedes-Benz,4 door,2022,61,1030000
6642,Hilux,Toyota,2 door,2019,3700,74500
6643,Sierra,GMC,2 door,2020,44000,122000
6644,ASX,Mitsubishi,5+ doors,2017,160405,46000
6645,M6,BMW,2 door,2016,28000,297000
6646,G25,Infiniti,4 door,2012,106000,26500
6647,Wrangler,Jeep,2 door,2015,47000,49500
6648,X6,BMW,5+ doors,2009,89000,58000
6649,Prado,Toyota,4 door,2008,151939,41000
6650,Altima,Nissan,4 door,2019,189000,13000
6651,EclipseCross,Mitsubishi,5+ doors,2019,57092,65000
6652,E-Class,Mercedes-Benz,4 door,2022,0,310000
6653,S-Class Coupe,Mercedes-Benz,2 door,2017,81000,265000
6654,Civic,Honda,4 door,2012,180936,26000
6655,Levante,Maserati,4 door,2017,25000,175000
6656,GLC,Mercedes-Benz,4 door,2022,0,308000
6657,X4,BMW,4 door,2021,35000,269000
6658,Range Rover Velar,Land Rover,4 door,2020,70000,269000
6659,C-Class,Mercedes-Benz,4 door,2022,0,299000
6660,Tucson,Hyundai,4 door,2018,34979,72500
6661,Patrol,Nissan,5+ doors,2016,103000,135000
6662,Santa Fe,Hyundai,5+ doors,2012,163000,29000
6663,GV80,Genesis,5+ doors,2020,65000,210000
6664,Gladiator,Jeep,4 door,2022,55,229000
6665,Rush,Toyota,5+ doors,2019,76000,53000
6666,1-Series,BMW,2 door,2009,285000,68000
6667,Fortuner,Toyota,5+ doors,2014,143775,52000
6668,Sportage,Kia,4 door,2023,40,116000
6669,Cayenne,Porsche,4 door,2012,83000,114900
6670,Sunny,Nissan,5+ doors,2013,170000,20000
6671,Cayenne,Porsche,5+ doors,2010,97000,84500
6672,Carrera / 911,Porsche,2 door,2007,57100,164000
6673,Carrera / 911,Porsche,2 door,2006,71955,144000
6674,Partner,Peugeot,4 door,2018,127133,35000
6675,Patrol,Nissan,4 door,2022,0,302000
6676,Land Cruiser,Toyota,4 door,2022,0,316200
6677,Patrol,Nissan,4 door,2022,11000,185000
6678,5-Series,BMW,4 door,2018,89000,139000
6679,Q5,Audi,5+ doors,2013,95000,50000
6680,Wrangler,Jeep,3 door,2018,50738,99000
6681,QX80,Infiniti,5+ doors,2015,95000,100000
6682,A6,Audi,4 door,2016,203123,61900
6683,LR2,Land Rover,4 door,2011,158000,22500
6684,GLK-Class,Mercedes-Benz,4 door,2009,160000,34500
6685,S-Class,Volvo,4 door,2009,50672,19500
6686,GS-Series,Lexus,4 door,2013,105000,46000
6687,Flex,Ford,4 door,2009,160000,11900
6688,3008,Peugeot,5+ doors,2020,111720,102000
6689,Range Rover Sport,Land Rover,4 door,2020,28000,269000
6690,GLC,Mercedes-Benz,4 door,2017,54530,110000
6691,Patrol,Nissan,4 door,2014,138000,97500
6692,C-Class,Mercedes-Benz,4 door,2016,100000,92500
6693,Patrol,Nissan,5+ doors,2020,22500,225000
6694,Range Rover,Land Rover,4 door,2013,180000,139000
6695,X5,BMW,5+ doors,2019,86000,249000
6696,Sierra,GMC,4 door,2016,113000,60000
6697,G-Class,Mercedes-Benz,4 door,2016,122000,220000
6698,X6,BMW,5+ doors,2017,69000,169000
6699,F-Type,Jaguar,2 door,2018,4988,359000
6700,Dawn,Rolls Royce,2 door,2019,24606,1648000
6701,F-Series Pickup,Ford,4 door,2017,113000,120000
6702,Ram,Dodge,2 door,2016,87000,67000
6703,Wrangler Unlimited,Jeep,5+ doors,2018,128000,95000
6704,5-Series,BMW,5+ doors,2019,316245,49500
6705,Portofino,Ferrari,2 door,2020,8962,889000
6706,GranTurismo,Maserati,2 door,2013,135000,89000
6707,Challenger,Dodge,2 door,2019,72000,55000
6708,Camaro,Chevrolet,2 door,2018,45000,62000
6709,Prado,Toyota,5+ doors,2016,139000,105000
6710,Acadia,GMC,4 door,2012,95000,22000
6711,Accord,Honda,4 door,2010,224000,21000
6712,XC60,Volvo,5+ doors,2018,102000,122500
6713,M4,BMW,2 door,2021,14000,425000
6714,Mustang,Ford,2 door,2017,55000,140000
6715,QX70,Infiniti,4 door,2015,142000,59000
6716,Scirocco,Volkswagen,2 door,2013,183000,70000
6717,Hilux,Toyota,4 door,2022,0,123900
6718,Navara,Nissan,4 door,2022,0,107900
6719,LX-Series,Lexus,4 door,2018,135000,280000
6720,Corolla,Toyota,4 door,2022,0,79900
6721,Santa Fe,Hyundai,4 door,2012,250000,23000
6722,Pajero,Mitsubishi,3 door,2009,148000,26000
6723,A3,Audi,4 door,2016,165000,47000
6724,Patrol,Nissan,4 door,2015,140,105000
6725,Range Rover Sport,Land Rover,4 door,2021,16000,360000
6726,3-Series,BMW,4 door,2018,103517,74500
6727,570S,McLaren,2 door,2018,14490,679000
6728,C-Class,Mercedes-Benz,4 door,2014,130000,51000
6729,X5,BMW,4 door,2014,120000,84000
6730,Patrol,Nissan,4 door,2021,6000,232000
6731,X5,BMW,4 door,2019,125000,249000
6732,Cayenne,Porsche,5+ doors,2015,270000,139000
6733,Patrol,Nissan,5+ doors,2020,35000,232000
6734,Range Rover Sport,Land Rover,4 door,2018,120000,265000
6735,GLE-Class,Mercedes-Benz,4 door,2021,25022,393680
6736,Quattroporte,Maserati,4 door,2014,108852,92000
6737,Civic,Honda,4 door,2019,77000,59000
6738,CR-V,Honda,4 door,2013,158000,35500
6739,Avanza,Toyota,4 door,2019,38000,39500
6740,Avanza,Toyota,5+ doors,2015,308500,27000
6741,Explorer,Ford,4 door,2010,140000,13999
6742,Wrangler,Jeep,3 door,2021,24000,183000
6743,DB9,Aston Martin,2 door,2010,32000,180000
6744,Wrangler Unlimited,Jeep,5+ doors,2021,16000,190000
6745,Prado,Toyota,5+ doors,2019,88000,147000
6746,C-Class,Mercedes-Benz,2 door,2017,55000,255000
6747,GLC,Mercedes-Benz,4 door,2018,48000,172500
6748,E-Class,Mercedes-Benz,4 door,2021,86,550000
6749,C-Class,Mercedes-Benz,4 door,2009,38000,110000
6750,Wraith,Rolls Royce,2 door,2017,40000,899000
6751,Grand Cherokee,Jeep,5+ doors,2021,0,218000
6752,Carrera / 911,Porsche,2 door,2022,0,810000
6753,X7,BMW,5+ doors,2022,0,457000
6754,S-Class,Mercedes-Benz,5+ doors,2022,0,705000
6755,CX-9,Mazda,4 door,2015,202251,43000
6756,Dawn,Rolls Royce,2 door,2022,2000,2299000
6757,G-Class,Mercedes-Benz,5+ doors,2019,54966,782980
6758,Edge,Ford,5+ doors,2013,115000,33000
6759,MKX,Lincoln,5+ doors,2015,129000,46000
6760,Pilot,Honda,5+ doors,2015,105000,49500
6761,Urus,Lamborghini,4 door,2022,0,1899000
6762,A4,Audi,4 door,2016,105000,53000
6763,Transit,Ford,5+ doors,2018,32000,75000
6764,Captur,Renault,5+ doors,2017,84000,40500
6765,Cooper,MINI,5+ doors,2013,125289,36500
6766,Q7,Audi,5+ doors,2014,108000,54000
6767,Urus,Lamborghini,4 door,2021,6000,1349000
6768,Altima,Nissan,4 door,2018,47563,63000
6769,Escalade,Cadillac,5+ doors,2022,15000,429000
6770,Dawn,Rolls Royce,2 door,2021,19000,1999000
6771,Ertiga,Suzuki,4 door,2021,25000,37000
6772,CT6,Cadillac,4 door,2018,85000,139000
6773,E-Class,Mercedes-Benz,4 door,2021,22065,331490
6774,ATS,Cadillac,2 door,2017,79000,135000
6775,Mustang,Ford,2 door,2014,240000,27500
6776,S-Class,Mercedes-Benz,4 door,2016,112157,180000
6777,Sonata,Hyundai,4 door,2015,180000,30500
6778,5-Series,BMW,4 door,2008,150000,17500
6779,Golf R,Volkswagen,4 door,2012,220000,28500
6780,S-Class,Mercedes-Benz,4 door,2008,180000,27500
6781,Cayenne,Porsche,4 door,2009,230000,28500
6782,Xterra,Nissan,4 door,2014,144000,33500
6783,Prado,Toyota,4 door,2009,125000,42000
6784,Countryman,MINI,4 door,2016,154000,47500
6785,Ghost,Rolls Royce,4 door,2021,70,1950000
6786,Huracan,Lamborghini,2 door,2021,30,1850000
6787,720S,McLaren,2 door,2021,10,1499000
6788,Other,McLaren,2 door,2020,61,1690000
6789,DB11,Aston Martin,2 door,2020,44,849000
6790,DB11,Aston Martin,2 door,2021,25,975000
6791,Other,Aston Martin,4 door,2021,113,1050000
6792,Mulsanne,Bentley,4 door,2020,115,2040000
6793,Other,Maybach,4 door,2021,2937,1070000
6794,Roma,Ferrari,2 door,2021,222,1160000
6795,Huracan,Lamborghini,2 door,2021,204,1660000
6796,GLS-Class,Mercedes-Benz,4 door,2021,75,1169000
6797,Range Rover Sport,Land Rover,4 door,2022,0,699000
6798,G-Class,Mercedes-Benz,5+ doors,2022,0,1170000
6799,Continental Flying Spur,Bentley,4 door,2014,118175,245000
6800,Defender,Land Rover,5+ doors,2023,0,510000
6801,Carrera / 911,Porsche,2 door,2022,52,1050000
6802,S-Class,Mercedes-Benz,4 door,2022,0,1260000
6803,Land Cruiser,Toyota,5+ doors,2022,0,420000
6804,Touareg,Volkswagen,4 door,2006,134000,12500
6805,Rav 4,Toyota,4 door,2018,30000,69000
6806,X5,BMW,5+ doors,2010,215000,29000
6807,Ram,Dodge,4 door,2021,11000,185000
6808,F-Pace,Jaguar,4 door,2018,123000,135000
6809,Wrangler Unlimited,Jeep,4 door,2019,57000,145000
6810,Gladiator,Jeep,4 door,2022,140,199000
6811,Camry,Toyota,4 door,2015,56000,48000
6812,Canter,Mitsubishi,4 door,2015,100000,70000
6813,Hilux,Toyota,4 door,2015,180000,64000
6814,Van,Nissan,4 door,2016,130000,45000
6815,Fortuner,Toyota,5+ doors,2017,97000,86000
6816,Range Rover Sport,Land Rover,4 door,2022,2170,599000
6817,Prado,Toyota,4 door,2016,97000,108000
6818,Pickup,Toyota,2 door,2018,18000,110000
6819,Accord,Honda,4 door,2016,190000,59000
6820,Impala,Chevrolet,4 door,2019,42000,82000
6821,Maxima,Nissan,4 door,2017,80000,43500
6822,Defender,Land Rover,2 door,2022,50029,479000
6823,Range Rover Sport,Land Rover,4 door,2021,32099,399000
6824,GLC,Mercedes-Benz,4 door,2022,13,279000
6825,X7,BMW,4 door,2022,25,489000
6826,X7,BMW,4 door,2022,36,469000
6827,Terrain,GMC,5+ doors,2020,22991,88000
6828,V-Class,Mercedes-Benz,3 door,2022,4837,429000
6829,Soul,Kia,4 door,2016,157000,34000
6830,Partner,Peugeot,4 door,2019,197000,26000
6831,FJ Cruiser,Toyota,5+ doors,2009,177500,41000
6832,Corolla,Toyota,4 door,2021,17000,47500
6833,Mustang,Ford,2 door,2021,5672,275000
6834,Edge,Ford,5+ doors,2013,119200,35000
6835,Prado,Toyota,5+ doors,2009,165000,42000
6836,RX-Series,Lexus,4 door,2015,79836,67000
6837,Civic,Honda,4 door,2017,58000,52000
6838,Maxima,Nissan,4 door,2018,45000,49500
6839,S-Class,Mercedes-Benz,4 door,2015,171000,125000
6840,Other Minivan,Other Make,3 door,2022,0,17000
6841,GX-Series,Lexus,4 door,2015,184000,85000
6842,F-Series Pickup,Ford,2 door,2012,178000,43000
6843,Q50,Infiniti,5+ doors,2018,50915,85000
6844,Sonata,Hyundai,4 door,2019,69000,39000
6845,Cayman,Porsche,2 door,2014,111000,115000
6846,Range Rover,Land Rover,4 door,2013,215000,119000
6847,Patrol,Nissan,4 door,2018,195000,170000
6848,Fortuner,Toyota,5+ doors,2017,208000,78000
6849,Touareg,Volkswagen,5+ doors,2010,165000,19000
6850,Sentra,Nissan,4 door,2019,74600,40000
6851,E-Class,Mercedes-Benz,4 door,2004,150000,30000
6852,Tahoe,Chevrolet,4 door,2022,0,245000
6853,City,Honda,4 door,2014,154367,27500
6854,Explorer,Ford,5+ doors,2009,279966,11000
6855,SL-Class,Mercedes-Benz,2 door,2013,92557,140000
6856,CX-9,Mazda,5+ doors,2012,163071,29800
6857,Vantage,Aston Martin,2 door,2015,52502,180000
6858,XUV 500,Mahindra,5+ doors,2020,50379,52000
6859,Golf,Volkswagen,5+ doors,2015,168577,35000
6860,Macan,Porsche,5+ doors,2016,89281,148000
6861,Pajero,Mitsubishi,5+ doors,2016,75720,66000
6862,XE,Jaguar,4 door,2016,95434,80000
6863,GS-Series,Lexus,4 door,2018,78666,154000
6864,Pajero,Mitsubishi,5+ doors,2013,149556,35000
6865,Sportage,Kia,5+ doors,2013,113681,34000
6866,X-Trail,Nissan,5+ doors,2017,123755,57000
6867,CT6,Cadillac,4 door,2019,42813,179000
6868,Grand Cherokee,Jeep,5+ doors,2014,153133,62000
6869,Traverse,Chevrolet,5+ doors,2015,115258,39900
6870,LX-Series,Lexus,5+ doors,2012,249265,100000
6871,6,Mazda,4 door,2018,65197,63900
6872,G-Class,Mercedes-Benz,5+ doors,2020,57323,755000
6873,Q50,Infiniti,4 door,2014,141599,42000
6874,Patrol,Nissan,5+ doors,2021,25746,249000
6875,Mustang,Ford,2 door,2017,55000,140000
6876,QX70,Infiniti,4 door,2015,142000,59000
6877,Scirocco,Volkswagen,2 door,2013,183000,70000
6878,Hilux,Toyota,4 door,2022,0,123900
6879,Navara,Nissan,4 door,2022,0,107900
6880,LX-Series,Lexus,4 door,2018,135000,280000
6881,Corolla,Toyota,4 door,2022,0,79900
6882,Santa Fe,Hyundai,4 door,2012,250000,23000
6883,Pajero,Mitsubishi,3 door,2009,148000,26000
6884,A3,Audi,4 door,2016,165000,47000
6885,Patrol,Nissan,4 door,2015,140,105000
6886,Range Rover Sport,Land Rover,4 door,2021,16000,360000
6887,3-Series,BMW,4 door,2018,103517,74500
6888,570S,McLaren,2 door,2018,14490,679000
6889,C-Class,Mercedes-Benz,4 door,2014,130000,51000
6890,X5,BMW,4 door,2014,120000,84000
6891,Patrol,Nissan,4 door,2021,6000,232000
6892,X5,BMW,4 door,2019,125000,249000
6893,Cayenne,Porsche,5+ doors,2015,270000,139000
6894,Patrol,Nissan,5+ doors,2020,35000,232000
6895,Range Rover Sport,Land Rover,4 door,2018,120000,265000
6896,GLE-Class,Mercedes-Benz,4 door,2021,25022,393680
6897,Quattroporte,Maserati,4 door,2014,108852,92000
6898,Civic,Honda,4 door,2019,77000,59000
6899,CR-V,Honda,4 door,2013,158000,35500
6900,S-Class,Volvo,4 door,2020,35400,140000
6901,C-Class,Mercedes-Benz,4 door,2008,201065,21500
6902,S-Class,Mercedes-Benz,4 door,2012,76646,74000
6903,X6,BMW,5+ doors,2014,173817,63000
6904,Touareg,Volkswagen,5+ doors,2013,209954,33500
6905,Cooper,MINI,3 door,2015,144863,40000
